created_at,id,text
2022-07-13 19:24:32+00:00,1547300967380549638,Donc ça appelle tout le monde par son prénom sauf valérie ? elle a un prénom hein  #PekinExpress
2022-07-13 19:24:22+00:00,1547300922811891718,"#PekinExpress Je serais morte de rire si Valérie Trierweiler trouvait un ""taxi ""scooter🤓 😂"
2022-07-13 19:24:12+00:00,1547300882324283395,"J'espère qu'ils vont faire l'équipe caché sur cette saison... Et svp si ils le font j'espère qu'elle ça va pas être Rachel et Valentin l'équipe caché 
#PekinExpress"
2022-07-13 19:24:06+00:00,1547300855719895040,"Ce soir, vous allez voir le rocher du lion : le majestueux et impressionnant mont Sigirîya. Une merveille de beauté, d’immensité, et un lieu de sérénité  naturelle. #pekinexpress"
2022-07-13 19:24:02+00:00,1547300840385515526,"L'ex-première dame Valérie et sa copine Karine, je les ai légèrement sous-estimé, mais elles sont vraiment déterminées et plutôt pas mal dans la course.

#PekinExpress"
2022-07-13 19:24:00+00:00,1547300831069962244,riou doit perdre tant pis pour dommergue #PekinExpress
2022-07-13 19:23:56+00:00,1547300813999165446,"RT @SoConnasse: Faut arrêter de décrire Valérie en ""ex première dame de France"" 

me semble qu'elle a fait d'autres trucs plus intéressant…"
2022-07-13 19:23:55+00:00,1547300811142823936,Cinqyou 😉😂 #PekinExpress
2022-07-13 19:23:54+00:00,1547300807267188736,C'est Pékin Express Duos de Chocs ou Pékin Express et Valérie et sa meilleure amie ? On les voit trop à mon goût.... (il y a anguille sous roche🤑🤑) #PekinExpress #M6
2022-07-13 19:23:52+00:00,1547300798392160258,Allez Go pour #PekinExpress duos de choc en direct décalé (5min ) 🤪
2022-07-13 19:23:43+00:00,1547300762761527298,Ils vont devoir manger des trucs dégueu #PekinExpress
2022-07-13 19:23:31+00:00,1547300708650827778,"Faut arrêter de décrire Valérie en ""ex première dame de France"" 

me semble qu'elle a fait d'autres trucs plus intéressant que ça

 #PekinExpress"
2022-07-13 19:23:05+00:00,1547300602438361091,Ce serait vraiment cool de voir ce binôme être éliminé ce soir #PekinExpress https://t.co/X4bhi1sN91
2022-07-13 19:22:52+00:00,1547300548625440770,go go go pour mon chouchou Yoann Riou 💪💪💪💪 @riouyoann #PekinExpress
2022-07-13 19:22:48+00:00,1547300528660570112,100% @riouyoann c'est fait poto avec Samila et il est encore en contact avec elle même après l'aventure 😂 #PekinExpress
2022-07-13 19:22:46+00:00,1547300521207386115,Ça fait plusieurs années qu’on ne voit plus les candidats de #PekinExpress utiliser l’euro symbolique donné à chaque étape 🤔 J’avais le souvenir de les voir aller dans des boutiques ou des restaurants avant…
2022-07-13 19:22:43+00:00,1547300509459140609,"""we have to go marché aux poissons"" c'est sur qu'il a compris là #PekinExpress"
2022-07-13 19:22:39+00:00,1547300492748914694,"RT @sop972: Je vois des gens qui critique le don de 50 000 euros fait par M6  au Sri Lanka en insinuant que ce n'est pas assez, j'espère ju…"
2022-07-13 19:22:37+00:00,1547300485123768324,"Oh, ils vont bien faire une équipe cachée pour dire que ce sera toujours éliminatoires maintenant non ? #PekinExpress"
2022-07-13 19:22:37+00:00,1547300482988867584,touk touk ? #PekinExpress
2022-07-13 19:22:27+00:00,1547300441758875657,"#PekinExpress
J'espère que les 2 soeurs pas drôles vont sortir ce soir"
2022-07-13 19:22:25+00:00,1547300434762670084,"RT @danya_khaleesi: Toute les étapes éliminatoire c'est intéressant si ça nous permets de nous débarrasser d'eux
#PekinExpress https://t.co…"
2022-07-13 19:22:14+00:00,1547300388126195712,"Le désavantage de Yohan et de son pote c'est un avantage en fait lol ils leur ont donné une meuf qui parle la langue du pays 
#PekinExpress"
2022-07-13 19:21:52+00:00,1547300296094892032,Ça commence mal pour xavier et yoann avec un panier de poisson pour la 1ère étape #PekinExpress
2022-07-13 19:21:52+00:00,1547300294832316417,"Bon bah là je commence à avoir peur, très peur surtout pour Yoann et Xavier #PekinExpress"
2022-07-13 19:21:50+00:00,1547300288616448010,"#PekinExpress

« Il fait 40 degrés et Ryad il est en parka » https://t.co/odhjiLKiZ4"
2022-07-13 19:21:45+00:00,1547300266214563846,Je veux que ce soit Rachel et son mec qui partent... Yoann et Xavier je kiff trop 🥰 #PekinExpress
2022-07-13 19:21:43+00:00,1547300257217798144,C'est moi ou les coupes de cheveux de certains ont changé entre deux étapes ?#PekinExpress
2022-07-13 19:21:30+00:00,1547300204046598151,🙄 ça y est j’ai déjà envie de leur mettre des claques …#PekinExpress https://t.co/7MQpCDdFJ5
2022-07-13 19:21:27+00:00,1547300189454598144,"« ça va commencer à vous encombrer… »

Oh, coté encombrement, il a déjà Yoann, ça ne peut pas être pire… 🥴

#PekinExpress"
2022-07-13 19:21:27+00:00,1547300189026803712,Finale le 10 août du coup! #PékinExpress
2022-07-13 19:21:26+00:00,1547300185008705537,"RT @danya_khaleesi: Toute les étapes éliminatoire c'est intéressant si ça nous permets de nous débarrasser d'eux
#PekinExpress https://t.co…"
2022-07-13 19:21:22+00:00,1547300168458027008,RT @SiilO_Waah: Toutes étapes éliminatoires ça arrive vite cette saison hein 😹 #PekinExpress
2022-07-13 19:21:19+00:00,1547300155279511554,Chaque étape éliminatoire ça resserre le jeu #PekinExpress
2022-07-13 19:21:17+00:00,1547300149390721025,"WHAT ?! OMG Ah oui carrément toutes les étapes seront éliminatoires, Stéphane tu nous surprends là #PekinExpress"
2022-07-13 19:21:14+00:00,1547300134794452993,Ah j'avais oublié bébé et son débile #PekinExpress https://t.co/YK4WHbFkZ4
2022-07-13 19:21:12+00:00,1547300129425735682,Les conducteurs après le passage de Yoann et Xavier #PekinExpress https://t.co/VYlJB19FuZ
2022-07-13 19:21:11+00:00,1547300124858220550,Xavier a 2 handicaps du coup : Riou et le panier de poissons 😳🙄😂😂#PekinExpress
2022-07-13 19:21:10+00:00,1547300119736893444,"Je vois des gens qui critique le don de 50 000 euros fait par M6  au Sri Lanka en insinuant que ce n'est pas assez, j'espère juste que vous avez versé au moins 1 euro au Sri Lanka. 

 #PekinExpress https://t.co/kEDEy1Fg6h"
2022-07-13 19:21:00+00:00,1547300075617099777,tout les épreuves sont éliminatoires 💀💀 #PekinExpress
2022-07-13 19:20:59+00:00,1547300074912366592,Honteux comment peut-on jouer avec de la nourriture #PekinExpress @M6
2022-07-13 19:20:54+00:00,1547300053643034634,"Toute les étapes éliminatoire c'est intéressant si ça nous permets de nous débarrasser d'eux
#PekinExpress https://t.co/So3Q1PJ3kF"
2022-07-13 19:20:47+00:00,1547300021896454146,#PekinExpress @riouyoann  et Xavier Domergue je vous présente votre handicap 😁 https://t.co/3A8QgMdjFI
2022-07-13 19:20:37+00:00,1547299982616989696,Toutes étapes éliminatoires ça arrive vite cette saison hein 😹 #PekinExpress
2022-07-13 19:20:33+00:00,1547299965738930176,On regarde #PekinExpress que pour @riouyoann mdrr #m6
2022-07-13 19:20:29+00:00,1547299946616987649,Toutes les étapes sont éliminatoires ! #PékinExpress
2022-07-13 19:20:29+00:00,1547299945169952769,ça va être chaud pour Yoann et Xavier mais bonne chance tout de même #PekinExpress
2022-07-13 19:20:26+00:00,1547299932495052800,Miss France dans #PekinExpress ptdr
2022-07-13 19:20:21+00:00,1547299912387362817,Faut arrêter d'impliquer les locaux la pauvre elle est juste là pour faire boulet #pekinexpress le poisson qui pue c'était suffisant
2022-07-13 19:20:17+00:00,1547299897329819649,Yoann c’est ton occasion de trouver une femme Sri-lankaise 😭❤️#PekinExpress
2022-07-13 19:20:16+00:00,1547299891663310851,"RT @Tress_95: Qui a hâte de voir la folle course de ce soir ? #pekinexpress #pekinexpress2022 
Gooo @riouyoann @XavierDomergue j’espère que…"
2022-07-13 19:20:14+00:00,1547299886219108352,Ils vont finir dans un camion frigorifique #PekinExpress
2022-07-13 19:20:03+00:00,1547299839951736834,RT @Y_bryagami: Le message de pensée au peuple Sri Lankais c'est bien mais vous expliquez toujours pas pourquoi vous faites la promotion d'…
2022-07-13 19:19:57+00:00,1547299814026641409,Calée dans le canapé devant #pekinexpress et le plus merveilleux pays au monde : le Sri Lanka ❤️
2022-07-13 19:19:52+00:00,1547299793466179595,Ca va sentir bon ! #PekinExpress
2022-07-13 19:19:52+00:00,1547299791805321218,Just riadh et son pote sont vraiment pas fait pour #pekinexpress
2022-07-13 20:44:00+00:00,1547320966816079876,"RT @SDE_jackd974: Et pourquoi pas @riouyoann et @XavierDomergue ? #PekinExpress
... Je mise top 1 pour ma team #inconnus 👀 @Anne_Ct_? https…"
2022-07-13 20:43:53+00:00,1547320936260575234,"@m6 qui remets une page de pubs alors que ça venait de reprendre 
#PekinExpress https://t.co/z6i8ELi8cd"
2022-07-13 20:43:50+00:00,1547320922545311746,Théo et Anne ! Le meilleure duo de la saison 16 ! #PekinExpress
2022-07-13 20:43:43+00:00,1547320894212669440,RT @Laetitia_Laure: Yoann et Xavier a chaque fois qu'ils parlent je pense a ce meme.... #PekinExpress https://t.co/TzYebIPNzF
2022-07-13 20:43:40+00:00,1547320879998291970,RT @Utd_DonMaxim: mais wsh y'a des pubs tous les 10 minutes ou quoi #PekinExpress https://t.co/JQDyKuOpmB
2022-07-13 20:43:38+00:00,1547320872117194754,Yoann Riou en 2 emojis 🤪🤯 #PekinExpress
2022-07-13 20:43:30+00:00,1547320836973010946,"RT @FlorianeNdoman: THÉO, chaque semaine une raison de plus de s'installer au Sri-Lanka. La semaine dernière il dort chez son plus grand fa…"
2022-07-13 20:43:25+00:00,1547320816429400064,"RT @danya_khaleesi: Les chauffeurs quand on essaie de leur faire chanter la chanson du roi lion
#PekinExpress https://t.co/CVm20wZ8oP"
2022-07-13 20:43:20+00:00,1547320796619628544,"RT @SDE_jackd974: Et pourquoi pas @riouyoann et @XavierDomergue ? #PekinExpress
... Je mise top 1 pour ma team #inconnus 👀 @Anne_Ct_? https…"
2022-07-13 20:43:16+00:00,1547320778886184960,RT @TopLgo: J’comprends pas trop les avis négatifs qu’il y avait sur Ines la semaine dernière… genre certes elle n’est pas incroyablement d…
2022-07-13 20:43:13+00:00,1547320767867658242,RT @Utd_DonMaxim: mais wsh y'a des pubs tous les 10 minutes ou quoi #PekinExpress https://t.co/JQDyKuOpmB
2022-07-13 20:43:10+00:00,1547320754437586945,On a attendu plus d'une heure la première coupure mais c'est bon ils sont partis chez M6 #PekinExpress
2022-07-13 20:43:02+00:00,1547320719956115457,"RT @lestrepublicain: #PékinExpress : ""Une source d'inspiration"", ""quel mental""... Le Lorrain Théo Curin (@TCurin) fait l'unanimité auprès d…"
2022-07-13 20:42:57+00:00,1547320699014053889,SPOILER : Elles ont perdu l'épreuve... mais elles ont fait une super compote de fruits. #PekinExpress
2022-07-13 20:42:47+00:00,1547320658539020288,"Inès elle en peut plus, elle est comme ça en ITW…😅

#PekinExpress 
#Pekinexpress2022 https://t.co/hx0nzliGiQ"
2022-07-13 20:42:40+00:00,1547320629543796736,"Theo tu lui dis qu'a l'arrivée il y a la femme rencontrée chez son hote il va doubler tout le monde direct
#PekinExpress https://t.co/lnpXdeXLHC"
2022-07-13 20:42:39+00:00,1547320626217717763,RT @Thegirlisher: Je suis morte la manière dont Rachel et son gars ils ont jeté l’oignon par terre.  #PekinExpress
2022-07-13 20:42:35+00:00,1547320609633361921,Cette épreuve tu l’a donne à des personnes âgées en déambulateur il l’a gère normal 👌🏻 #NosAnciensOnDuTalent #PekinExpress
2022-07-13 20:42:34+00:00,1547320603367063558,"Et pourquoi pas @riouyoann et @XavierDomergue ? #PekinExpress
... Je mise top 1 pour ma team #inconnus 👀 @Anne_Ct_? https://t.co/RIyAAHPsCJ"
2022-07-13 20:42:34+00:00,1547320602410745857,RT @marseillais2702: La pub dans Pékin Express sert uniquement a venir voir les tweets sur l'émission #PekinExpress
2022-07-13 20:42:26+00:00,1547320570194399234,Sous le nom de Inès c’est écrit « nouvelle étoile du stand up «  🤔🤔🤔 j ai jamais ri à une seule de ses répliques  #PekinExpress
2022-07-13 20:42:22+00:00,1547320553761038338,RT @Utd_DonMaxim: mais wsh y'a des pubs tous les 10 minutes ou quoi #PekinExpress https://t.co/JQDyKuOpmB
2022-07-13 20:42:22+00:00,1547320552766980096,Yoan Riou quand une preuve demande du calme #PekinExpress https://t.co/Lld1GUPaBK
2022-07-13 20:42:21+00:00,1547320551491964930,Yoann Riou dans Pékin Express &gt;&gt;&gt; les autres candidats #PekinExpress
2022-07-13 20:42:19+00:00,1547320542780395527,Inès et Anaïs se font dépasser par Valentin et Rachel et Yoann et Xavier #PekinExpress
2022-07-13 20:42:18+00:00,1547320536736432128,"Encore une fois, la bonne stratégie est pour Yoann et Xavier  #PekinExpress"
2022-07-13 20:42:16+00:00,1547320530163859457,si ca se trouve s'ils poussent le chario hyper vite avec la force centrifuge ca bouge pas 🤔 jprécise j'ai jamais eu la moyenne en physique moi j'aurais test rien que pour le fun mdrr #PekinExpress
2022-07-13 20:42:16+00:00,1547320529404788742,RT @Utd_DonMaxim: mais wsh y'a des pubs tous les 10 minutes ou quoi #PekinExpress https://t.co/JQDyKuOpmB
2022-07-13 20:42:13+00:00,1547320516918353921,"RT @JPOPBUZZ: Je me disais bien que je connaissais Valentin... #PekinExpress
Il a fait les apprentis aventuriers https://t.co/xKNM2mbWhp"
2022-07-13 20:42:12+00:00,1547320511167864833,Il faut mettre les gros fruits à l’extérieur autour des petits #PekinExpress
2022-07-13 20:42:08+00:00,1547320495800025090,"RT @danya_khaleesi: Les chauffeurs quand on essaie de leur faire chanter la chanson du roi lion
#PekinExpress https://t.co/CVm20wZ8oP"
2022-07-13 20:42:06+00:00,1547320485490442240,Peu de chance qu ils aient une famille nombreuse mais ils s’entraînent au cas où …#pekinexpress https://t.co/r58BWgLaUu
2022-07-13 20:42:04+00:00,1547320479052173313,Fâchez vous comme vous voulez elles sont géniales #PekinExpress https://t.co/21BoXeQ2s1
2022-07-13 20:41:50+00:00,1547320418108903424,mais wsh y'a des pubs tous les 10 minutes ou quoi #PekinExpress https://t.co/JQDyKuOpmB
2022-07-13 20:41:49+00:00,1547320414992568321,RT @ErisGoddessD: Je crois qu'on a perdu Théo #PekinExpress https://t.co/RDLbphDQ7F
2022-07-13 20:41:46+00:00,1547320400815718403,"A l'heure où on parle d'énergie verte... Yohan Riou à lui seul, vu l'énergie positive qu'il a,  arrivera à remplacer une centrale électrique à lui tout seul... Un vrai Bonheur ce mister ! #PekinExpress"
2022-07-13 20:41:41+00:00,1547320381308116992,"RT @danya_khaleesi: Les chauffeurs quand on essaie de leur faire chanter la chanson du roi lion
#PekinExpress https://t.co/CVm20wZ8oP"
2022-07-13 20:41:39+00:00,1547320373410136064,L’épreuve est difficile et en plus il pleut ! #PékinExpress
2022-07-13 20:41:39+00:00,1547320372839710720,"ALLEZ XAVIER
ALLEZ YOANN
Vous pouvez le faire #PekinExpress"
2022-07-13 20:41:31+00:00,1547320341747433474,Pas Rachel et Valentin dand les premiers pitié #PekinExpress
2022-07-13 20:41:20+00:00,1547320291801677831,On adore @riouyohan et son collègue un fou rire à lui tout seul #PekinExpress
2022-07-13 20:41:12+00:00,1547320262126968835,#PekinExpress déjà j'aime pas la ines reg et je peux tjrs pas la voir non plus dans cette emission
2022-07-13 20:40:54+00:00,1547320184658083840,"RT @Borhenax: #PekinExpress 
J’aime 👌.                    Pas trop 👎 https://t.co/uHQFyeYOIU"
2022-07-13 20:40:53+00:00,1547320179851419649,RT @sop972: La prod a le chic pour trouver des épreuves qui rendent fou les candidats.  #PekinExpress https://t.co/VkPqa0zcGx
2022-07-13 20:40:42+00:00,1547320133827403780,La structure de Xavier et Yoann #PekinExpress https://t.co/keyhM2emka
2022-07-13 20:40:36+00:00,1547320109185830915,"Je me disais bien que je connaissais Valentin... #PekinExpress
Il a fait les apprentis aventuriers https://t.co/xKNM2mbWhp"
2022-07-13 20:40:33+00:00,1547320097903198211,"#PekinExpress 
J’aime 👌.                    Pas trop 👎 https://t.co/uHQFyeYOIU"
2022-07-13 20:40:28+00:00,1547320075182555136,Mon équilibre est tellement approximatif que j'aurai déjà pété un câble 10 fois sur l'épreuve #PekinExpress
2022-07-13 20:40:27+00:00,1547320072183627782,C’est quoi cette malédiction qui s’abat sur Theo et Anne #pekinexpress
